City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
305,independence,39.0911,-94.4155,34.77000000000001,31,100,3.13,US,1667850945
306,la reforma,25.0833,-108.05,47.33000000000001,45,25,3.35,MX,1667850946
307,mae sot,16.7167,98.5667,40.22999999999999,87,0,0.89,TH,1667850946
308,chuy,-33.6971,-53.4616,38.49999999999997,61,3,5.47,UY,1667850947
309,cervignano del friuli,45.8211,13.3381,32.32000000000002,86,16,1.03,IT,1667850947
310,rathenow,52.6066,12.337,32.28,76,100,4.63,DE,1667850947
311,hay river,60.8156,-115.7999,3.9899999999999807,72,40,4.12,CA,1667850948
312,cidreira,-30.1811,-50.2056,37.87999999999997,78,15,5.82,BR,1667850948
313,san luis obispo,35.3666,-120.5343,33.03999999999999,94,100,0.0,US,1667850948
314,hambantota,6.1241,81.1185,45.359999999999985,82,98,1.04,LK,1667850949
315,namatanai,-3.6667,152.4333,46.26000000000002,82,89,1.69,PG,1667850949
316,gustrow,53.7972,12.1734,34.47,76,75,4.63,DE,1667850883
317,aksu,41.1231,80.2644,27.159999999999997,40,7,0.98,CN,1667850949
318,luanda,-8.8368,13.2343,46.99999999999997,78,20,4.63,AO,1667850950
319,jvari,42.7169,42.052,29.24999999999997,36,87,4.44,GE,1667850950
320,fayetteville,35.0527,-78.8784,49.77000000000001,61,40,2.24,US,1667850744
321,galesong,-5.3166,119.3661,43.01000000000002,84,98,1.98,ID,1667850951
322,alekseyevka,50.6309,38.6903,21.169999999999987,82,45,1.98,RU,1667850951
323,gulbene,57.1777,26.7529,25.840000000000003,93,100,4.02,LV,1667850952
324,amazar,53.858,120.875,8.950000000000017,97,85,0.43,RU,1667850952
325,bulgan,48.8125,103.5347,19.789999999999992,50,7,1.94,MN,1667850952
326,verkhnetulomskiy,68.6073,31.7962,16.07000000000002,95,85,1.1,RU,1667850953
327,jalu,29.0331,21.5482,40.46000000000001,62,64,5.24,LY,1667850953
328,san jose,37.3394,-121.895,36.93999999999997,53,40,3.09,US,1667850780
329,matara,5.9485,80.5353,44.43999999999997,87,100,0.73,LK,1667850954
330,monte alegre,-2.0078,-54.0692,45.72,85,100,1.4,BR,1667850954
331,antalaha,-14.9003,50.2788,40.349999999999994,88,57,2.13,MG,1667850954
332,tongren,27.7172,109.1853,35.49999999999997,76,0,1.63,CN,1667850955
